,down,time,TimeSecs,PlayTimeDiff,SideofField
132207,1.0,00:25,1825.0,17.0,NO
89307,4.0,10:58,658.0,5.0,STL
239052,1.0,07:40,2260.0,32.0,BUF
261542,1.0,03:21,1101.0,17.0,SEA
330925,1.0,00:51,2751.0,0.0,PHI
17781,1.0,02:57,1977.0,0.0,MID
179924,2.0,01:18,1878.0,0.0,DEN
89383,1.0,02:03,2823.0,10.0,GB
324671,3.0,04:45,2985.0,0.0,SD
206275,1.0,07:14,1334.0,4.0,BUF
244493,2.0,14:00,840.0,7.0,MIN
236613,,00:00,900.0,3.0,PHI
285178,1.0,11:18,678.0,29.0,KC
288783,4.0,11:42,2502.0,36.0,NE
230083,1.0,14:50,3590.0,4.0,GB
352668,1.0,00:29,929.0,34.0,CIN
94783,3.0,09:24,3264.0,44.0,NYG
27535,,10:54,3354.0,4.0,PHI
315247,1.0,04:01,241.0,5.0,BAL
169610,1.0,02:00,1920.0,0.0,ATL
387559,,06:31,2191.0,0.0,HOU
61441,,15:00,1800.0,0.0,CAR
360857,3.0,00:39,39.0,39.0,MIN
188366,1.0,00:54,1854.0,23.0,OAK
120504,2.0,10:48,2448.0,40.0,NYJ
220555,3.0,07:35,1355.0,46.0,IND
319016,,00:21,21.0,7.0,DET
226512,3.0,12:19,739.0,39.0,BUF
82870,3.0,01:03,963.0,6.0,DAL
212849,2.0,00:57,1857.0,4.0,NYJ
185678,2.0,08:00,2280.0,21.0,PHI
278291,3.0,14:13,853.0,47.0,PIT
396725,2.0,05:49,-551.0,42.0,BUF
223038,,15:00,3600.0,0.0,IND
49114,1.0,06:01,3061.0,46.0,DEN
275758,2.0,14:57,897.0,3.0,MID
195111,1.0,05:24,3024.0,33.0,PHI
238841,2.0,03:01,2881.0,36.0,CLE
392224,1.0,06:04,3064.0,0.0,CHI
212106,2.0,01:42,2802.0,32.0,CAR
393467,3.0,14:28,3568.0,5.0,BAL
306333,,04:09,1149.0,0.0,TEN
189860,3.0,09:44,1484.0,40.0,CIN
67056,2.0,00:41,41.0,0.0,KC
76407,2.0,05:36,2136.0,4.0,WAS
293268,1.0,13:19,-101.0,13.0,MIN
239145,3.0,08:47,527.0,42.0,BUF
79439,2.0,02:11,2831.0,37.0,STL
20252,,07:10,1330.0,4.0,ATL
347900,1.0,10:32,632.0,46.0,NE
103349,1.0,10:07,1507.0,37.0,JAC
302862,1.0,11:01,-239.0,40.0,NYG
203534,1.0,08:40,1420.0,5.0,CHI
236367,2.0,00:16,1816.0,0.0,TEN
216128,,01:07,2767.0,7.0,SEA
197802,1.0,04:28,2968.0,31.0,CIN
32579,3.0,06:26,386.0,37.0,JAC
230391,1.0,01:07,967.0,18.0,DEN
151309,1.0,14:54,894.0,0.0,TB
259027,3.0,14:10,1750.0,7.0,DEN
326321,1.0,11:28,1588.0,35.0,BUF
46202,1.0,13:06,2586.0,44.0,IND
93777,1.0,02:22,1942.0,35.0,CLE
240619,1.0,02:48,1068.0,47.0,CHI
147781,2.0,01:21,81.0,5.0,TEN
73942,,08:26,506.0,5.0,JAC
257824,4.0,06:14,1274.0,36.0,JAC
183132,1.0,05:59,2159.0,42.0,SD
12860,3.0,12:46,3466.0,5.0,IND
12580,2.0,12:20,1640.0,29.0,DEN
106814,,00:00,2700.0,22.0,50
311063,,11:05,2465.0,3.0,OAK
20653,,02:18,138.0,7.0,BAL
319122,1.0,10:00,1500.0,0.0,ARI
79978,3.0,00:05,1805.0,6.0,KC
324251,3.0,14:21,861.0,35.0,TB
367736,1.0,08:43,2323.0,0.0,NYG
200365,2.0,13:10,790.0,42.0,OAK
224741,1.0,07:50,3170.0,10.0,SD
101873,1.0,04:47,287.0,33.0,NO
365141,1.0,07:21,1341.0,54.0,HOU
357895,3.0,12:17,2537.0,42.0,WAS
236452,3.0,03:12,192.0,0.0,TEN
169167,1.0,05:32,332.0,31.0,CIN
349221,1.0,14:11,3551.0,12.0,JAX
59880,1.0,13:19,1699.0,10.0,MIN
382348,,14:56,2696.0,4.0,LAC
2327,4.0,08:51,1431.0,4.0,GB
14306,2.0,09:15,2355.0,40.0,TB
377302,4.0,01:49,1909.0,0.0,NYJ
201107,2.0,01:31,91.0,20.0,GB
189645,4.0,00:06,1806.0,0.0,SEA
286487,3.0,12:22,1642.0,38.0,SD
279974,3.0,06:41,401.0,30.0,BUF
74021,,12:47,2567.0,4.0,TEN
16041,,05:22,2122.0,43.0,PIT
293993,3.0,11:26,686.0,5.0,ATL
283452,1.0,12:40,3460.0,29.0,BUF
298263,3.0,01:33,1893.0,0.0,HOU
93916,4.0,03:47,2927.0,5.0,DAL
197688,1.0,00:10,1810.0,13.0,CAR
67995,1.0,06:16,2176.0,41.0,HOU
146021,1.0,13:50,3530.0,33.0,IND
44783,,02:48,2868.0,0.0,CLE
133962,1.0,10:16,1516.0,14.0,CIN
286423,1.0,02:08,2828.0,4.0,GB
94590,1.0,14:19,3559.0,35.0,PHI
54148,4.0,10:05,3305.0,6.0,STL
256317,2.0,02:02,2822.0,40.0,MID
222286,4.0,03:20,1100.0,43.0,ATL
377187,1.0,11:42,702.0,9.0,MIA
387272,3.0,07:55,475.0,43.0,WAS
397100,1.0,00:50,50.0,0.0,TB
10907,2.0,12:05,725.0,34.0,STL
307214,3.0,12:23,743.0,40.0,CAR
199520,,00:17,17.0,5.0,KC
9260,4.0,03:51,231.0,5.0,TEN
244946,1.0,13:12,2592.0,11.0,SEA
216952,,00:48,2748.0,0.0,WAS
7628,1.0,03:50,230.0,44.0,CIN
239656,,02:00,1920.0,12.0,GB
361525,2.0,13:33,813.0,37.0,LA
158372,3.0,11:24,684.0,4.0,TEN
341624,4.0,05:51,3051.0,45.0,CAR
175323,1.0,07:51,471.0,25.0,KC
52592,3.0,12:06,3426.0,7.0,MID
343253,2.0,05:39,3039.0,37.0,CAR
283544,2.0,08:26,1406.0,0.0,BUF
133274,2.0,09:10,1450.0,36.0,TB
258546,4.0,06:27,1287.0,8.0,MIN
12606,4.0,01:33,993.0,34.0,NE
105530,2.0,06:18,378.0,14.0,SD
267110,1.0,06:58,3118.0,26.0,OAK
114101,1.0,01:55,115.0,5.0,KC
256770,,11:11,671.0,33.0,DAL
290397,1.0,09:12,3252.0,3.0,SF
391725,2.0,11:54,2514.0,40.0,CLE
262388,4.0,11:04,1564.0,31.0,PIT
247507,2.0,07:15,1335.0,36.0,NYJ
259332,,06:13,2173.0,5.0,DAL
326656,1.0,06:00,2160.0,38.0,BAL
21824,,01:06,1866.0,19.0,NYG
310696,1.0,14:02,2642.0,6.0,PHI
22210,3.0,10:27,1527.0,39.0,DAL
258475,2.0,14:35,2675.0,25.0,MIN
316280,1.0,08:30,1410.0,29.0,ARI
394242,1.0,00:12,1812.0,0.0,KC
286107,,00:46,1846.0,9.0,MIA
83451,3.0,00:47,47.0,5.0,NYJ
358629,1.0,00:32,1832.0,5.0,ARI
223954,3.0,02:00,1920.0,27.0,BUF
170191,1.0,05:40,1240.0,8.0,TEN
76781,1.0,11:20,1580.0,42.0,JAC
232622,4.0,00:03,1803.0,5.0,OAK
45419,1.0,11:30,690.0,6.0,CAR
405485,3.0,07:35,2255.0,7.0,DET
74657,2.0,14:14,3554.0,41.0,TB
128736,1.0,11:31,691.0,8.0,PIT
47349,1.0,14:13,853.0,19.0,SD
88360,2.0,13:25,1705.0,5.0,TEN
196219,4.0,09:50,2390.0,4.0,IND
247756,3.0,11:50,3410.0,43.0,SD
105909,1.0,07:31,3151.0,0.0,WAS
206354,1.0,08:22,3202.0,29.0,TB
61316,3.0,14:56,896.0,4.0,CHI
312878,2.0,00:20,1820.0,7.0,CLE
84664,3.0,11:25,3385.0,0.0,NYJ
355295,2.0,14:19,3559.0,37.0,IND
402794,3.0,07:51,3171.0,39.0,NE
127149,3.0,02:10,1030.0,38.0,STL
293441,,02:41,161.0,0.0,NYJ
174554,2.0,00:28,1828.0,0.0,OAK
48451,3.0,15:00,2700.0,0.0,TEN
203285,1.0,05:01,3001.0,38.0,IND
46797,3.0,13:40,1720.0,0.0,SF
334733,3.0,06:28,1288.0,28.0,MIA
21459,,03:04,1984.0,3.0,CAR
324772,2.0,13:49,829.0,31.0,IND
8736,2.0,11:10,3370.0,38.0,OAK
343181,1.0,01:30,990.0,26.0,CIN
71708,1.0,00:45,45.0,27.0,OAK
151302,1.0,01:25,985.0,19.0,TB
22599,1.0,15:00,3600.0,0.0,CAR
293243,,01:45,105.0,6.0,MIN
21033,1.0,12:11,3431.0,38.0,MIA
2888,,06:45,405.0,0.0,CAR
366730,1.0,09:01,1441.0,49.0,OAK
14644,2.0,07:20,2240.0,25.0,PHI
370625,4.0,12:23,1643.0,6.0,ARI
277888,3.0,05:04,2104.0,41.0,TB
360115,1.0,00:45,945.0,21.0,CAR
209492,3.0,11:23,1583.0,43.0,KC
34424,4.0,01:23,1883.0,37.0,TB
254429,1.0,07:18,2238.0,27.0,NE
337056,1.0,12:24,744.0,0.0,SEA
246061,4.0,00:41,1841.0,3.0,IND
402545,,12:07,727.0,5.0,DET
355446,4.0,02:09,129.0,47.0,MIN
40199,2.0,03:11,1091.0,6.0,MIA
246301,,14:17,857.0,0.0,CLE
235524,,10:44,1544.0,38.0,ATL
139892,3.0,05:39,3039.0,40.0,ATL
182656,1.0,14:44,884.0,0.0,SD
233829,2.0,03:26,2906.0,0.0,CHI
132453,3.0,01:07,67.0,5.0,MIN
260242,,00:17,1817.0,3.0,NYJ
173540,3.0,11:48,708.0,41.0,DET
284526,3.0,07:00,3120.0,46.0,NO
165437,1.0,05:06,306.0,6.0,NO
295189,4.0,01:17,1877.0,43.0,TEN
322829,2.0,04:16,256.0,6.0,ARI
399663,3.0,00:19,1819.0,0.0,LAC
112742,1.0,09:18,3258.0,44.0,WAS
69630,3.0,01:51,2811.0,42.0,PIT
224598,1.0,11:15,2475.0,38.0,OAK
352202,3.0,08:40,3220.0,4.0,HOU
140454,1.0,01:19,1879.0,35.0,JAC
319215,1.0,08:18,3198.0,35.0,PIT
65874,4.0,01:50,1910.0,5.0,BUF
118064,4.0,14:08,1748.0,5.0,MIN
302200,,02:07,1927.0,8.0,NE
171733,,04:19,2059.0,0.0,GB
88771,1.0,01:38,98.0,22.0,PHI
8459,3.0,00:09,909.0,42.0,MID
272831,4.0,14:00,840.0,6.0,BAL
117207,1.0,01:22,1882.0,0.0,NYG
235120,4.0,04:12,2052.0,34.0,MID
319529,,05:14,314.0,0.0,SF
237293,2.0,03:53,2033.0,39.0,DET
40329,1.0,02:23,1943.0,8.0,KC
21200,4.0,01:14,74.0,0.0,MIA
96595,2.0,01:16,2776.0,32.0,STL
77114,1.0,11:30,1590.0,7.0,SD
133279,1.0,06:19,1279.0,49.0,ATL
104741,1.0,06:11,2171.0,37.0,DAL
188379,,00:00,1800.0,5.0,50
352724,4.0,08:53,3233.0,15.0,CHI
70759,2.0,12:56,1676.0,32.0,MIN
352533,1.0,03:53,233.0,10.0,CAR
282895,2.0,03:39,2919.0,34.0,PHI
223639,3.0,09:58,1498.0,32.0,CAR
141400,1.0,01:06,2766.0,42.0,STL
131036,2.0,10:54,654.0,48.0,SEA
33799,2.0,07:30,450.0,31.0,SEA
388634,3.0,10:04,1504.0,49.0,CHI
321812,2.0,10:36,2436.0,35.0,OAK
219001,1.0,12:54,774.0,36.0,ARI
77030,1.0,12:13,3433.0,11.0,OAK
73001,1.0,13:37,1717.0,24.0,NO
406646,2.0,04:34,2074.0,32.0,JAX
359705,1.0,01:30,1890.0,30.0,CIN
299504,1.0,00:27,1827.0,0.0,BUF
308544,1.0,12:14,2534.0,24.0,NYG
193660,1.0,03:37,217.0,38.0,NYJ
216618,3.0,15:00,2700.0,6.0,DAL
118847,,03:03,183.0,5.0,ARI
160757,3.0,09:03,3243.0,42.0,ATL
374445,2.0,01:56,1016.0,20.0,TEN
56540,1.0,03:17,197.0,7.0,CIN
350860,1.0,09:05,2345.0,39.0,CAR
341424,1.0,13:36,3516.0,37.0,ATL
78357,2.0,05:11,1211.0,36.0,IND
303713,3.0,10:22,622.0,43.0,TEN
87822,1.0,12:21,2541.0,6.0,TB
389263,1.0,14:10,2650.0,0.0,MIA
87671,1.0,01:37,1897.0,23.0,OAK
46655,3.0,01:34,994.0,5.0,ARI
65519,4.0,01:31,2791.0,9.0,NE
220199,1.0,11:27,1587.0,28.0,DEN
399858,1.0,14:56,1796.0,4.0,JAX
74775,4.0,02:19,1039.0,9.0,TB
117206,,01:22,1882.0,0.0,PHI
145706,4.0,01:53,2813.0,9.0,STL
281810,2.0,14:16,3556.0,44.0,DET
339610,3.0,01:43,103.0,5.0,BAL
68504,3.0,08:39,3219.0,40.0,MIA
233689,,02:16,1936.0,5.0,WAS
249458,2.0,01:20,2780.0,28.0,DET
107754,3.0,11:49,709.0,6.0,JAC
312326,2.0,12:53,2573.0,18.0,MIA
291840,2.0,03:55,2935.0,39.0,GB
108056,1.0,01:57,1917.0,0.0,CAR
186034,2.0,09:01,2341.0,38.0,NYG
183977,1.0,07:31,451.0,5.0,GB
180333,3.0,07:17,1337.0,42.0,PIT
206057,1.0,09:08,2348.0,38.0,TEN
306297,,01:35,1895.0,0.0,NYJ
240747,1.0,00:16,1816.0,0.0,SEA
52630,1.0,12:25,2545.0,24.0,MIA
171933,2.0,00:37,1837.0,0.0,HOU
283386,4.0,04:19,1159.0,7.0,GB
83516,4.0,08:52,2332.0,4.0,NE
199162,1.0,03:12,192.0,32.0,CAR
324108,1.0,00:21,21.0,9.0,CAR
194229,2.0,12:46,3466.0,39.0,DET
17163,3.0,05:38,338.0,6.0,MIA
67125,4.0,07:16,2236.0,16.0,DAL
266293,2.0,02:17,2837.0,30.0,NO
277189,,06:23,1283.0,0.0,BAL
347187,1.0,12:53,1673.0,5.0,LA
227335,3.0,06:29,2189.0,31.0,SF
366814,4.0,07:13,3133.0,38.0,LAC
289076,2.0,08:30,510.0,5.0,OAK
47705,,02:48,168.0,4.0,CIN
164457,3.0,12:56,2576.0,26.0,SEA
142662,2.0,00:22,2722.0,8.0,BAL
193722,1.0,12:21,2541.0,40.0,NYG
3991,1.0,10:50,3350.0,35.0,JAC
236187,1.0,00:17,1817.0,0.0,CHI
255106,2.0,07:39,3159.0,37.0,CHI
322300,3.0,01:56,116.0,4.0,GB
47213,,00:57,57.0,6.0,NYJ
231412,1.0,15:00,1800.0,0.0,PHI
246737,2.0,04:08,2948.0,40.0,CAR
389319,3.0,11:23,1583.0,34.0,TB
146408,1.0,01:22,82.0,38.0,CLE
319854,1.0,04:23,1163.0,26.0,SF
146437,2.0,04:35,2975.0,41.0,WAS
346115,3.0,00:10,1810.0,40.0,PIT
187263,4.0,02:43,1963.0,8.0,MIN
219879,4.0,00:20,920.0,42.0,NO
6823,1.0,12:52,2572.0,38.0,PHI
45505,3.0,13:40,2620.0,39.0,TEN
337397,1.0,04:27,1167.0,16.0,BUF
154971,3.0,02:33,2853.0,28.0,DAL
25947,1.0,04:40,280.0,25.0,MIN
145310,,04:41,281.0,4.0,NO
41037,2.0,06:09,2169.0,34.0,DET
163734,4.0,10:16,3316.0,14.0,BUF
353694,1.0,01:50,1010.0,16.0,NYG
189715,1.0,02:40,160.0,0.0,HOU
392765,,10:53,3353.0,0.0,LA
244849,4.0,04:21,1161.0,32.0,NE
201618,1.0,03:22,202.0,9.0,ATL
60996,4.0,09:45,585.0,5.0,KC
165681,1.0,10:14,2414.0,36.0,CAR
247462,,08:16,2296.0,32.0,KC
399347,3.0,06:44,1304.0,31.0,IND
213681,2.0,07:14,3134.0,34.0,NYG
390583,1.0,15:00,1800.0,0.0,PHI
7348,1.0,14:17,2657.0,7.0,CHI
327794,1.0,12:53,1673.0,46.0,KC
332440,2.0,03:37,1117.0,38.0,MID
237385,4.0,03:04,184.0,39.0,DET
245153,1.0,12:24,1644.0,11.0,JAC
53890,1.0,09:16,1456.0,8.0,ATL
22854,,00:07,1807.0,9.0,WAS
211729,1.0,02:33,2853.0,0.0,TEN
151073,1.0,02:00,1920.0,11.0,MID
37867,3.0,05:37,3037.0,40.0,SD
303365,1.0,07:57,477.0,3.0,MIN
266974,1.0,02:25,1945.0,0.0,NYG
344621,1.0,03:00,180.0,13.0,CHI
251489,,02:18,1038.0,0.0,MIA
127125,3.0,12:17,1637.0,36.0,STL
397770,,00:00,900.0,16.0,CIN
59581,1.0,12:25,745.0,7.0,DEN
54100,2.0,10:56,656.0,40.0,NO
359978,4.0,01:05,65.0,7.0,TEN
64745,2.0,12:51,771.0,27.0,OAK
218718,1.0,00:28,2728.0,0.0,GB
402253,3.0,08:37,3217.0,5.0,GB
378976,1.0,06:53,413.0,39.0,BUF
351155,4.0,08:37,3217.0,41.0,OAK
144099,1.0,06:12,3072.0,9.0,KC
53053,1.0,14:43,883.0,11.0,BUF
317293,1.0,07:35,2255.0,8.0,CLE
388693,1.0,00:58,58.0,5.0,CHI
165870,,02:00,1920.0,13.0,NO
140002,2.0,14:04,844.0,5.0,ATL
112694,4.0,13:32,812.0,36.0,STL
284544,2.0,15:00,2700.0,0.0,NO
220626,2.0,11:23,3383.0,41.0,WAS
2299,4.0,01:52,1912.0,0.0,CHI
293746,1.0,03:02,1982.0,3.0,TB
386360,,10:46,646.0,6.0,CLE
171270,1.0,03:58,238.0,4.0,DET
392386,3.0,10:04,3304.0,42.0,NYJ
196866,3.0,13:53,3533.0,28.0,PHI
52180,2.0,04:09,249.0,17.0,DEN
381334,2.0,01:22,1882.0,34.0,MIA
128686,,15:00,1800.0,4.0,PIT
343423,2.0,11:08,3368.0,38.0,PIT
57241,2.0,01:45,105.0,3.0,DAL
190182,1.0,07:28,2248.0,44.0,NYJ
253591,1.0,15:00,900.0,0.0,NE
151549,2.0,12:58,3478.0,39.0,WAS
302043,4.0,12:57,1677.0,35.0,PIT
38318,2.0,09:34,1474.0,40.0,CHI
153360,2.0,03:06,186.0,0.0,NYJ
367363,2.0,11:57,2517.0,35.0,DEN
350743,2.0,06:48,1308.0,7.0,SD
4912,2.0,13:13,3493.0,31.0,DEN
103816,4.0,05:50,3050.0,5.0,STL
49750,4.0,01:01,61.0,0.0,WAS
117824,1.0,15:00,3600.0,0.0,BAL
210554,2.0,12:55,1675.0,36.0,MID
103435,3.0,09:04,3244.0,42.0,WAS
74853,2.0,02:32,2852.0,38.0,PHI
227748,1.0,07:43,1363.0,41.0,NYG
52501,2.0,08:22,1402.0,35.0,SD
104510,2.0,05:28,3028.0,6.0,TB
11469,1.0,03:07,187.0,10.0,DET
194048,1.0,07:00,3120.0,40.0,BUF
381318,1.0,05:34,2134.0,18.0,BAL
62817,1.0,09:34,3274.0,36.0,SF
149987,2.0,09:50,3290.0,30.0,NYG
250468,2.0,00:56,56.0,0.0,ATL
283212,1.0,06:56,416.0,37.0,CLE
288288,1.0,00:04,1804.0,7.0,PIT
378655,,04:17,2957.0,0.0,KC
40084,1.0,10:47,3347.0,41.0,MIA
195699,3.0,00:48,1848.0,0.0,NE
399561,4.0,02:51,171.0,4.0,DET
198947,3.0,07:43,1363.0,36.0,NYG
209134,3.0,12:21,741.0,28.0,MID
31577,1.0,01:20,2780.0,30.0,DEN
300680,1.0,03:45,2925.0,39.0,WAS
66805,1.0,14:09,849.0,26.0,IND
9616,3.0,02:38,158.0,19.0,NE
327543,3.0,06:49,3109.0,41.0,DAL
61575,2.0,03:24,2904.0,37.0,TEN
80252,2.0,02:25,145.0,8.0,DEN
87928,4.0,04:06,246.0,5.0,NO
154780,,09:51,3291.0,4.0,OAK
3353,1.0,11:43,1603.0,9.0,TEN
17720,2.0,11:48,3408.0,36.0,WAS
87916,1.0,09:15,555.0,11.0,TB
373661,,02:00,1920.0,13.0,TB
368224,3.0,11:48,3408.0,40.0,IND
309030,,01:26,86.0,0.0,WAS
314275,,02:00,1920.0,29.0,ATL
119630,4.0,09:02,2342.0,5.0,PHI
229788,,12:05,2525.0,6.0,SEA
254291,1.0,03:57,1137.0,33.0,TEN
248949,2.0,00:55,1855.0,0.0,NYG
213198,2.0,10:50,2450.0,32.0,STL
32970,3.0,06:54,3114.0,6.0,NYG
29839,2.0,01:26,2786.0,39.0,SD
185917,1.0,07:48,1368.0,6.0,BAL
360288,1.0,10:48,648.0,42.0,PIT
15681,1.0,02:06,2826.0,10.0,TB
193728,,10:31,2431.0,0.0,NYG
20800,,14:58,898.0,2.0,IND
203325,1.0,05:00,2100.0,15.0,IND
371653,2.0,08:35,2315.0,38.0,DET
201369,2.0,11:14,1574.0,5.0,CIN
270999,3.0,07:03,2223.0,30.0,HOU
283778,1.0,03:07,187.0,25.0,DET
147188,3.0,05:53,1253.0,23.0,JAC
119246,1.0,11:59,2519.0,9.0,WAS
309451,1.0,00:56,1856.0,20.0,JAC
247079,2.0,04:42,2982.0,0.0,ARI
269764,2.0,09:13,3253.0,5.0,ARI
292378,1.0,15:00,2700.0,0.0,CAR
155358,4.0,06:52,2212.0,0.0,ARI
173163,,12:18,1638.0,7.0,BUF
123381,1.0,04:32,2972.0,4.0,WAS
106768,1.0,03:50,230.0,42.0,OAK
234452,1.0,07:33,1353.0,40.0,CAR
158785,1.0,15:00,3600.0,0.0,CAR
134005,2.0,09:51,591.0,27.0,CIN
313903,2.0,09:42,2382.0,42.0,BUF
277556,1.0,05:05,1205.0,21.0,NO
280280,1.0,11:54,1614.0,0.0,WAS
288768,3.0,01:46,2806.0,43.0,NE
77003,1.0,03:39,219.0,9.0,CLE
9917,3.0,13:33,813.0,36.0,BUF
328307,2.0,14:29,2669.0,31.0,MID
125849,,15:00,3600.0,0.0,STL
229196,3.0,11:13,673.0,39.0,CLE
125426,1.0,02:53,1073.0,29.0,SD
177667,2.0,10:43,2443.0,39.0,CLE
265665,1.0,04:40,280.0,6.0,MIA
177551,2.0,07:01,1321.0,40.0,BAL
196237,2.0,01:52,1912.0,1.0,IND
119338,3.0,09:57,597.0,5.0,SEA
2051,2.0,02:52,172.0,6.0,SEA
391243,4.0,01:39,1899.0,8.0,NYG
330041,,13:07,2587.0,0.0,SD
209415,1.0,09:29,3269.0,9.0,SD
95498,1.0,07:55,3175.0,11.0,MIN
117983,3.0,12:03,3423.0,37.0,MIN
333713,,05:13,313.0,37.0,KC
105411,3.0,02:27,2847.0,45.0,SD
126043,3.0,09:38,3278.0,40.0,JAC
204302,1.0,14:07,3547.0,0.0,NYG
144929,1.0,00:22,22.0,0.0,MIA
97637,1.0,06:33,3093.0,38.0,WAS
136981,1.0,05:18,1218.0,0.0,CIN
385016,2.0,00:35,2735.0,5.0,ARI
163475,3.0,08:24,1404.0,0.0,NE
37190,1.0,05:09,2109.0,28.0,BUF
25803,3.0,14:18,3558.0,8.0,SEA
140948,2.0,12:13,-167.0,0.0,NYJ
383465,1.0,04:00,2040.0,9.0,KC
90450,4.0,12:52,2572.0,7.0,JAC
276813,1.0,06:45,1305.0,16.0,IND
139460,1.0,09:45,1485.0,30.0,NYJ
209518,1.0,03:06,1086.0,37.0,SD
309046,,09:13,3253.0,9.0,BAL
82187,3.0,12:15,735.0,42.0,MIA
114812,,08:04,484.0,6.0,NYJ
41561,,10:32,2432.0,4.0,DAL
112480,,02:00,1920.0,6.0,BUF
116749,1.0,00:19,919.0,0.0,ARI
340943,1.0,12:39,2559.0,33.0,HOU
88251,1.0,05:00,300.0,14.0,NYG
222473,3.0,09:15,555.0,37.0,CLE
50969,3.0,10:42,3342.0,41.0,DET
202123,2.0,04:52,292.0,35.0,STL
244333,2.0,08:26,506.0,46.0,ATL
164061,1.0,02:25,145.0,11.0,PIT
213486,1.0,12:47,3467.0,36.0,DEN
283230,2.0,02:38,158.0,25.0,BAL
94416,2.0,13:50,3530.0,31.0,DEN
251884,2.0,07:00,420.0,29.0,HOU
37751,1.0,15:00,1800.0,0.0,DEN
281170,2.0,07:41,2261.0,47.0,GB
289546,4.0,03:01,1981.0,6.0,ARI
28799,4.0,13:56,2636.0,6.0,CLE
154492,1.0,01:32,1892.0,28.0,DET
216198,1.0,05:06,1206.0,45.0,SEA
148843,1.0,00:06,6.0,9.0,CLE
364417,1.0,05:38,2138.0,10.0,GB
399335,1.0,11:47,1607.0,39.0,DEN
51055,1.0,12:25,1645.0,40.0,DET
249022,3.0,07:25,445.0,48.0,NYG
291402,,05:54,1254.0,4.0,TEN
55499,3.0,03:31,2911.0,37.0,BAL
225222,,09:31,571.0,6.0,SEA
310376,,04:03,1143.0,45.0,MIA
366101,1.0,01:33,93.0,4.0,PHI
379329,3.0,10:33,633.0,43.0,NYJ
323829,1.0,05:02,2102.0,34.0,DEN
136500,2.0,13:22,802.0,44.0,SF
266714,1.0,06:39,399.0,5.0,KC
190067,2.0,00:31,931.0,5.0,CHI
4308,1.0,08:51,531.0,39.0,GB
247569,3.0,00:18,18.0,24.0,KC
402635,1.0,14:16,2656.0,44.0,MIA
181373,3.0,01:30,990.0,7.0,MIA
310791,1.0,00:47,947.0,4.0,PHI
326885,1.0,00:02,1802.0,0.0,DET
120452,1.0,02:30,150.0,47.0,PHI
369032,1.0,03:27,2007.0,39.0,CAR
228866,3.0,00:27,27.0,23.0,NYG
401510,1.0,12:42,762.0,43.0,TEN
202436,,14:17,857.0,0.0,WAS
139117,2.0,00:11,1811.0,0.0,WAS
395368,3.0,00:50,50.0,44.0,CHI
63596,2.0,09:27,2367.0,37.0,DET
247061,1.0,12:59,3479.0,39.0,ARI
242332,4.0,15:00,2700.0,0.0,CIN
331679,3.0,00:43,2743.0,38.0,JAX
2006,1.0,05:55,1255.0,39.0,SEA
259394,1.0,01:01,961.0,36.0,CHI
127224,4.0,11:29,3389.0,5.0,NO
26440,1.0,10:03,603.0,0.0,DAL
105763,2.0,11:05,2465.0,40.0,ATL
390897,3.0,08:08,2288.0,5.0,MIN
394710,1.0,08:34,3214.0,31.0,GB
289923,2.0,12:17,1637.0,44.0,DET
376261,3.0,06:05,365.0,43.0,PHI
361225,2.0,09:32,3272.0,33.0,KC
300544,3.0,03:10,1990.0,29.0,ATL
262394,4.0,08:54,1434.0,0.0,PIT
345538,,15:00,3600.0,0.0,OAK
55294,,04:50,290.0,24.0,NE
212839,1.0,01:56,1916.0,4.0,NYJ
27221,1.0,07:38,2258.0,36.0,OAK
266249,,01:47,107.0,6.0,CLE
204718,,07:49,1369.0,6.0,SEA
26226,2.0,00:00,1800.0,1.0,JAC
144836,3.0,14:02,1742.0,33.0,MIA
395545,3.0,14:13,3553.0,5.0,NYG
161204,2.0,12:55,1675.0,38.0,CLE
200190,3.0,01:54,1014.0,41.0,PHI
55775,3.0,14:50,890.0,5.0,KC
68899,1.0,07:20,2240.0,23.0,DEN
132070,1.0,14:36,876.0,24.0,SF
208763,2.0,14:55,1795.0,5.0,ATL
114588,1.0,05:36,1236.0,31.0,SF
107677,2.0,05:02,2102.0,39.0,HOU
81396,2.0,14:56,2696.0,4.0,NO
144417,1.0,14:56,3596.0,4.0,JAC
110359,,00:00,1800.0,13.0,SEA
308313,,02:00,120.0,8.0,STL
15370,4.0,05:23,2123.0,5.0,ATL
375316,3.0,11:38,1598.0,47.0,SEA
395037,1.0,02:26,146.0,0.0,DET
188146,,02:01,2821.0,0.0,CHI
342131,1.0,00:04,4.0,7.0,WAS
155575,1.0,15:00,900.0,0.0,KC
19787,1.0,12:32,3452.0,24.0,MIN
167750,1.0,09:49,589.0,43.0,TB
218899,1.0,04:24,2964.0,6.0,TEN
396750,2.0,13:11,3491.0,35.0,DAL
126126,1.0,08:54,1434.0,46.0,JAC
87953,3.0,08:59,3239.0,26.0,CHI
7711,,01:48,1908.0,12.0,SD
292785,4.0,05:40,2140.0,6.0,TEN
275849,,01:39,2799.0,3.0,DAL
190849,,09:23,3263.0,4.0,ATL
297101,2.0,03:49,229.0,5.0,CIN
230463,1.0,07:36,3156.0,30.0,SF
47413,2.0,05:25,3025.0,37.0,GB
